salary,years_experience,age,research_grants,publications,teaching_hours,gender,national,university_type,academic_rank,performance_score,research_output,grant_funding
30748.6973,9.416170421,40.35487038,72064.35144,7,9.677190233,Male,Expat,Semi-government,Lecturer,75.01417811,19.044667,52085.12629
33148.02754,16.28574608,47.00935334,31972.4864,5,14.8478895,Male,Expat,Public,Associate Professor,66.66912716,24.38633853,58693.81487
20318.41445,9.045481041,51.62093396,39796.78373,10,9.427672711,Male,UAE National,Semi-government,Assistant Professor,72.838361,21.58058418,49825.74892
26896.88375,12.56552899,31.59887408,70143.14401,10,15.43069813,Female,UAE National,Public,Professor,63.27424316,5.851389838,50082.22679
35949.8288,24.92629501,28.6105389,36769.17115,8,8.077072257,Male,Expat,Public,Associate Professor,90.52230599,19.41789849,66236.01144
24350.2637,5.610087066,37.69161043,67456.48702,12,15.18650234,Female,UAE National,Private,Lecturer,65.30339713,28.27783491,44985.30353
21981.15636,8.400762384,30.8558455,41707.46199,10,15.80883979,Male,Expat,Public,Professor,81.9411296,22.19198279,54486.64735
21237.04746,8.516962705,27.65505418,57334.92816,7,8.178488025,Male,Expat,Private,Assistant Professor,84.39338453,22.09287815,64124.64993
24892.86252,3.712110705,44.72337649,46987.71971,12,7.8747443,Female,UAE National,Public,Associate Professor,65.14399834,32.21381198,37964.55717
17407.57512,0,41.83259751,50627.91731,17,12.55488776,Male,Expat,Public,Professor,51.39471705,29.81991748,37120.03795
23239.53487,12.50891368,28.18460058,48642.57237,11,9.832957786,Male,Expat,Private,Professor,75.5005403,24.88814388,52278.03677
32881.47581,16.6446666,44.56943525,62255.81483,9,11.90137654,Female,UAE National,Private,Lecturer,79.31490685,22.58413617,66632.68815
34186.89921,19.27046283,44.4139264,32043.39867,4,6.948802297,Male,Expat,Semi-government,Assistant Professor,86.21636975,25.50243643,70784.09433
22624.91077,8.725221032,41.58944008,55175.3961,12,13.37761254,Male,UAE National,Public,Assistant Professor,62.36591774,14.50443226,40918.70053
21208.40498,8.411424516,25,108363.4711,12,8.802591866,Male,UAE National,Public,Assistant Professor,67.06592231,15.42891359,53418.14448
22017.3387,4.468532438,45.29641468,91076.3738,8,18.35197243,Female,Expat,Public,Professor,56.48068319,22.76999238,31515.35238
28714.16996,12.67314543,41.65089417,20981.44218,10,12.3702574,Female,UAE National,Semi-government,Associate Professor,82.74482179,25.32869731,56869.60049
27879.28903,17.38467213,55.58674116,20129.80443,9,15.59510571,Male,UAE National,Private,Lecturer,74.16151806,22.00687346,60711.27871
26490.38984,6.037900395,40.36178167,14087.13655,9,13.71367263,Male,Expat,Semi-government,Professor,63.00353998,29.88768641,38058.96493
27316.21192,11.16608066,27.63416171,26273.27146,8,16.54284221,Male,UAE National,Public,Professor,62.15313682,26.48823604,47153.62579
23893.50183,10.43071942,41.14870349,28403.15104,7,13.25061919,Male,Expat,Private,Assistant Professor,73.46632082,22.29888221,44823.13032
23497.10888,8.738232489,25.04146928,33222.14652,11,13.02667674,Female,Expat,Semi-government,Lecturer,66.22002511,14.94420819,46531.315
27504.21255,6.970695896,50.90050282,89196.74509,11,12.37058761,Male,Expat,Public,Associate Professor,57.92315553,13.30844996,45767.01116
20416.83577,7.964818435,37.0353379,53598.28739,15,11.65443501,Female,Expat,Semi-government,Associate Professor,50.55605372,11.50485471,30614.29371
26362.69699,13.68421949,27.88423753,65837.18621,10,13.81654095,Female,Expat,Semi-government,Lecturer,81.2211702,20.20740504,58864.46011
18266.56768,5.984105247,41.63511225,57203.28368,7,14.18771085,Male,Expat,Public,Lecturer,79.10383633,23.53393275,54975.4325
20248.19947,5.945712444,45.85104202,39928.60762,14,12.00655077,Male,UAE National,Public,Professor,81.35762808,16.88292275,55884.55576
16228.39114,8.685545854,40.37547922,48607.33093,15,9.673180916,Female,UAE National,Public,Associate Professor,61.40295459,21.55901167,45273.24759
30755.1122,18.36726045,52.91823033,32969.2004,14,16.7674419,Male,Expat,Private,Lecturer,87.23087112,18.60640448,65393.2529
19898.40835,8.705727998,30.74867347,52518.02777,16,11.74151369,Female,UAE National,Public,Lecturer,68.21280848,23.31625785,45455.21495
35902.18733,16.15437257,27.43294834,47102.42876,7,9.004288841,Male,Expat,Public,Associate Professor,73.86378798,18.39934039,59234.75671
19891.27677,5.403077042,48.5115279,39975.31784,7,15.88562122,Female,UAE National,Public,Lecturer,65.541074,26.72041413,47617.36299
29557.92284,13.43159228,29.2156231,66756.6107,5,8.450743454,Male,UAE National,Private,Professor,60.97938931,20.63833155,46505.90757
20279.02609,8.641724448,32.45953595,51821.87213,12,11.29647739,Female,Expat,Semi-government,Assistant Professor,73.37428295,15.45224613,54213.7051
26274.85313,15.25973809,28.89165957,45826.63258,8,13.81621351,Male,Expat,Semi-government,Lecturer,68.95465874,14.83402774,57406.95758
26732.69089,7.471266479,46.75819501,84443.10196,9,11.81373391,Male,Expat,Private,Professor,69.58331645,26.68348098,46632.95789
27234.46575,9.893163528,42.53962609,28596.16874,11,5.424064031,Male,UAE National,Public,Associate Professor,77.34624837,19.87731195,52001.47335
31740.95744,18.86125798,41.25578369,88903.90149,10,15.06588947,Male,Expat,Private,Associate Professor,80.19379524,15.65368411,62327.30294
26415.97989,5.366508456,38.33225432,52789.95592,11,9.418684596,Male,Expat,Private,Associate Professor,68.20769712,26.79247641,39011.12969
20030.33534,2.175986143,42.45584858,76902.95241,9,11.44536973,Male,Expat,Private,Lecturer,58.20456009,23.16476315,38275.01064
34011.18707,19.42293153,41.52339112,22242.62899,13,18.10659437,Female,Expat,Public,Associate Professor,85.45231757,22.64096102,59441.16065
22231.83916,8.644381995,36.83455431,63108.0766,15,16.13200509,Female,Expat,Public,Associate Professor,79.348099,32.359961,55313.47962
25890.04689,8.981631249,34.32447198,66786.98228,11,13.62005341,Male,Expat,Semi-government,Associate Professor,81.77080762,22.26312435,63632.1888
26781.66985,13.17709015,50.23614936,53106.49998,11,8.753946645,Male,UAE National,Public,Professor,64.87955448,22.08860586,41061.51672
20813.26004,5.566595389,40.25925611,36045.62192,16,10.49402412,Male,Expat,Semi-government,Professor,60.48116409,22.0544989,38720.61647
29351.99387,11.83740833,25.18525815,65068.38927,6,12.82098036,Female,Expat,Semi-government,Assistant Professor,76.71684631,32.68380961,61029.09555
25850.56343,12.33846586,29.78956467,74599.80737,14,14.18150397,Male,Expat,Public,Associate Professor,69.43700727,28.4974745,49430.29684
13991.66459,7.354736613,45.54178204,50282.9853,10,14.98324358,Female,Expat,Public,Assistant Professor,62.0787876,10.71527508,40120.3229
20995.22662,1.990170941,49.38205476,57684.04144,13,7.155750413,Male,Expat,Semi-government,Associate Professor,62.9353579,25.58376761,39860.18199
14701.48434,3.728552884,53.62011727,44016.36455,17,18.04066288,Female,UAE National,Private,Associate Professor,57.20111112,27.35768178,39238.45496
16345.44429,1.582809039,44.04772443,36372.3953,9,14.48051589,Female,UAE National,Semi-government,Lecturer,60.28124164,25.53340156,30394.75433
37632.75986,19.88220292,42.57342833,65017.45559,11,18.91691051,Male,Expat,Private,Assistant Professor,71.45913143,15.60531952,57985.84915
25833.28835,14.82698742,37.62014239,26421.53017,15,18.01326991,Female,UAE National,Private,Assistant Professor,88.82256868,20.91851519,65335.90095
33771.52696,10.10655824,49.09851634,64783.60989,8,12.92714051,Female,Expat,Private,Lecturer,59.77300179,19.72137933,50382.81027
30884.77253,12.04909328,32.38146895,61547.2705,12,9.200642734,Female,UAE National,Semi-government,Lecturer,61.65572168,22.83512736,31303.24118
29644.39051,14.24215441,49.87801531,72498.65091,20,12.23123583,Female,Expat,Semi-government,Lecturer,69.70322927,21.39392348,49872.4707
29064.8662,18.69449832,44.6893264,81474.68433,7,10.0824194,Female,Expat,Private,Lecturer,68.4680507,19.21307414,53895.58861
24530.16457,10.99905217,48.43113242,59726.19987,7,17.60558156,Male,UAE National,Public,Assistant Professor,64.95077852,19.46149935,53169.45715
22673.81822,8.453954615,37.35903925,64619.17953,14,12.99260109,Male,Expat,Private,Assistant Professor,75.17370143,15.22023864,60137.7039
22287.68196,9.93081127,26.4865357,41779.50127,10,6.684309953,Male,UAE National,Private,Professor,79.64235848,17.91778396,62691.64496
22429.18913,8.792512771,32.26729687,42880.51831,4,16.87058763,Female,UAE National,Private,Assistant Professor,57.70907518,25.93144896,40075.439
22420.00842,9.592386634,35.5766333,64482.73119,12,10.04058783,Female,UAE National,Semi-government,Assistant Professor,59.60897404,17.6101042,39163.5649
28669.19678,9.120570938,36.97593681,44944.7349,4,15.22358937,Female,Expat,Private,Assistant Professor,78.35049511,17.6463801,69001.98159
24124.08621,10.50928148,37.28702177,59590.15096,9,12.37172045,Male,Expat,Semi-government,Associate Professor,56.00844813,17.57998487,34191.12503
28834.0659,17.26630332,51.5784456,49604.11311,7,11.0612131,Female,UAE National,Public,Professor,79.85248977,23.37066871,57326.10871
28687.85353,14.05698277,44.68723361,45894.31961,6,12.19015018,Female,Expat,Semi-government,Associate Professor,79.76698466,27.37709221,59922.42168
30325.92011,14.46298669,41.16050997,44861.0975,14,9.131592891,Male,UAE National,Public,Associate Professor,71.56560517,20.98662635,46758.16821
25879.47128,12.87602508,36.81953788,40040.76306,7,9.665074341,Male,Expat,Private,Assistant Professor,53.36854066,20.16325656,34229.61105
25377.06811,11.40318202,36.89322449,23036.45909,11,15.05387116,Male,Expat,Private,Professor,75.77142498,23.59977552,60992.50107
34822.14038,18.06110314,56.6883764,63189.02482,7,10.23025381,Female,UAE National,Private,Professor,74.03845903,19.4014748,56483.21385
28104.32959,14.8790836,44.13557213,28887.2102,10,14.01940108,Female,UAE National,Private,Associate Professor,75.86367299,15.41954886,65211.20904
25165.43081,16.9623265,40.62861624,67414.93289,10,17.20212586,Male,UAE National,Public,Associate Professor,68.87096394,18.09171417,52272.08585
29469.61808,3.791197123,48.61478516,25651.92413,9,11.20222742,Female,UAE National,Private,Professor,54.45923208,26.48096983,33874.59083
31047.90501,14.31196736,39.48652671,47055.89443,8,10.29336907,Male,UAE National,Public,Lecturer,61.39828097,26.64106803,42499.10082
20570.65003,1.784055944,36.55099544,56511.55634,13,8.774690856,Female,Expat,Public,Assistant Professor,55.55841004,7.564010004,31012.78591
24379.03999,8.630034591,41.59539189,66411.07006,12,10.92214409,Male,UAE National,Semi-government,Professor,67.14922197,23.64513172,37066.78289
18752.52293,2.968412682,33.10637544,55581.67717,10,9.196218315,Female,UAE National,Public,Assistant Professor,58.08591109,26.40050833,40187.52754
26912.63318,9.031702704,50.60637318,71156.28362,12,10.43810818,Male,UAE National,Private,Associate Professor,66.10489405,20.83987998,48095.32727
23232.02499,7.818070547,39.40821709,38611.00451,9,10.12268087,Female,Expat,Private,Professor,66.48848019,30.72807081,41983.67508
26456.69663,13.54151924,35.7174663,61335.43452,11,11.32041758,Female,UAE National,Semi-government,Professor,74.38841297,29.09280485,62787.33897
25399.7765,12.75742688,45.1719163,65934.03854,10,13.82028645,Female,UAE National,Private,Associate Professor,100,16.06793833,69268.85114
21753.46043,7.932674194,27.73839552,62174.71178,10,8.211111189,Female,UAE National,Semi-government,Professor,88.32802448,29.17730326,65921.84879
21783.86695,11.96207984,45.4315759,93701.8979,11,9.081516322,Female,UAE National,Semi-government,Professor,71.18043357,23.47435374,63447.41034
20931.04043,0,31.2630304,57207.37432,9,12.94656882,Male,Expat,Semi-government,Professor,48.18814942,19.96375835,28795.62707
24912.29504,4.570874356,43.77233904,65667.17421,12,15.16386189,Male,Expat,Semi-government,Professor,83.28664739,15.46377798,59473.24925
28431.35661,14.25448981,41.86229394,43896.22309,9,13.08734964,Female,Expat,Semi-government,Associate Professor,79.58959099,23.58957248,62068.8334
28847.13165,14.29793943,25,64903.01729,8,12.36059568,Female,Expat,Public,Associate Professor,61.97214587,19.50671756,53864.68331
27005.81519,11.63910586,47.69589751,49415.67188,7,9.740648008,Male,UAE National,Public,Associate Professor,79.63816296,23.10706051,56554.12326
19351.43119,5.523268388,32.06642669,50629.83125,12,11.16116184,Male,Expat,Private,Lecturer,63.87338941,25.537076,42252.68909
23031.2389,11.32010041,30.44381648,30031.18294,10,7.818547056,Female,UAE National,Public,Assistant Professor,67.09600335,24.43403994,42973.62924
26113.02656,12.26185898,35.17743475,77780.48726,14,11.15172202,Male,Expat,Private,Associate Professor,78.48607972,16.81599635,51795.24842
16499.99176,2.431428037,31.79397853,35841.78119,10,12.41795889,Female,UAE National,Public,Lecturer,61.95830586,17.96638983,34463.86386
26271.84181,15.30104954,56.76674801,64314.68482,10,12.30935378,Female,UAE National,Semi-government,Assistant Professor,84.9550282,14.77571478,62216.6862
23586.33471,13.25568121,42.37795419,63832.3715,7,3.832637577,Male,Expat,Public,Professor,83.25435394,19.61716474,58875.05363
13810.10822,1.962200678,49.76657039,81966.43615,11,10.87204926,Female,Expat,Private,Assistant Professor,60.74627844,19.69815717,41187.45227
28963.65033,9.026513519,50.04322888,62882.47536,16,7.986977442,Female,Expat,Semi-government,Assistant Professor,72.44135634,28.44965601,57213.8631
37354.13444,23.46516832,29.07506077,45235.3265,12,9.807560623,Female,UAE National,Semi-government,Professor,95.89673284,16.06631116,71988.48594
32211.59807,12.5413432,46.71731092,59019.2527,7,9.033382957,Male,Expat,Public,Associate Professor,59.92191348,18.15338965,53867.41233
30123.10218,12.46009424,47.83111647,15961.9554,7,8.648018973,Female,Expat,Public,Lecturer,71.4815467,34.33232416,44885.32311
23204.44484,6.749987096,42.06380785,49718.02068,11,8.984054622,Male,UAE National,Semi-government,Lecturer,63.15535743,16.19199608,42986.67883
25569.29436,17.59641962,49.02224201,51659.74838,12,13.20754863,Male,Expat,Semi-government,Associate Professor,86.51100021,17.70353383,57964.83873
19778.37998,3.387710216,45.06661461,47164.84892,10,10.94236127,Male,Expat,Semi-government,Assistant Professor,78.15343202,17.70152635,56745.51422
11993.52022,3.438904033,27.47481575,35096.64459,7,11.21329929,Male,Expat,Semi-government,Lecturer,53.43659677,10.24506983,25938.68192
26779.87755,9.223704756,30.44648479,26594.38587,11,16.09082189,Male,UAE National,Private,Assistant Professor,83.72374624,20.63597567,68451.91516
17876.23749,8.605185348,25,47429.07413,11,11.33227522,Female,Expat,Semi-government,Assistant Professor,64.14824919,19.87073509,46502.00313
15363.31666,1.967114496,33.81945001,48799.24917,8,13.93316536,Male,UAE National,Semi-government,Assistant Professor,61.35652176,24.76635683,37249.20227
20481.0581,1.725562819,39.72859819,81808.07137,16,11.19804893,Female,Expat,Public,Professor,52.76139289,20.9527432,33956.29176
23830.60221,10.41913314,47.66233292,31200.64342,7,14.21029004,Female,Expat,Public,Assistant Professor,48.8820328,19.4932488,36241.46111
18495.31801,4.998343377,45.70169623,60203.14938,12,9.492389233,Male,UAE National,Public,Associate Professor,72.3556593,29.18154394,49147.7631
21293.68344,6.886753191,47.05126023,62911.75424,9,10.27653988,Female,Expat,Semi-government,Professor,65.51664665,13.91251679,42079.76625
18917.6555,8.041209255,29.46294464,59605.21003,10,12.2067184,Male,Expat,Private,Lecturer,83.01163848,17.21959513,65084.92863
23405.36963,9.682377127,36.90110428,80806.4796,11,10.82039699,Male,Expat,Semi-government,Assistant Professor,57.46793076,10.4684131,44250.01812
19553.23782,6.988939698,45.71687833,57404.2378,15,9.02813033,Female,Expat,Private,Assistant Professor,68.1559341,18.17826954,42607.97942
30299.0089,13.22607793,48.18824515,56180.94886,11,18.515408,Female,UAE National,Public,Assistant Professor,67.8950482,13.24353606,40845.11569
26866.82887,12.8144043,35.11313888,70456.82943,3,9.360847916,Male,Expat,Private,Professor,63.97026819,21.74942847,43640.63109
27695.15608,10.00602738,42.58379603,70969.65302,8,9.040678503,Female,UAE National,Semi-government,Professor,71.64497923,31.65170109,51332.64709
22332.68799,10.16398498,39.48737789,66845.94654,14,11.4210559,Female,UAE National,Public,Lecturer,61.34338855,27.15166357,42809.43429
19265.36928,3.519416679,41.48550864,88844.9119,14,16.19545198,Male,Expat,Private,Associate Professor,71.89701493,26.94320071,53129.51833
22234.63557,6.621459604,33.74397206,26005.4947,9,10.63397273,Female,Expat,Private,Lecturer,63.28665172,33.31771662,48045.50261
23780.84078,13.41026033,35.35481358,69520.81439,11,14.46896578,Male,UAE National,Public,Associate Professor,85.70023697,33.61497953,61146.95142
19740.48675,8.460192352,40.40958322,43398.19617,11,16.17193079,Female,UAE National,Public,Lecturer,67.07290215,16.81771975,46984.38183
32957.11368,15.93693026,39.11467705,17665.7325,10,12.74181436,Female,UAE National,Public,Associate Professor,55.18863656,16.76359783,45706.91208
24489.09192,6.240153341,31.39750086,24719.87664,10,13.44760113,Male,UAE National,Semi-government,Professor,50.6594912,24.0669753,41211.14339
22293.62009,9.343715165,41.56905167,46833.89044,6,11.99328565,Male,Expat,Private,Lecturer,67.96241834,26.05551139,38597.16336
27760.02314,12.54362512,42.89328849,63046.60676,9,16.00671137,Male,UAE National,Private,Associate Professor,83.89675605,22.15397225,61821.74531
24558.96415,7.189159867,37.76151726,23198.55858,10,12.34342818,Female,Expat,Semi-government,Lecturer,72.01644093,16.85722802,45165.39178
26503.41859,12.27370456,25,48401.83095,6,13.49433599,Female,UAE National,Private,Lecturer,73.01806643,25.510524,46192.91644
31185.36741,19.35482588,43.682173,46547.41731,5,9.986077226,Male,UAE National,Semi-government,Lecturer,69.00287992,31.81533073,52050.78939
27835.25611,16.48497273,30.76509865,64368.34847,14,7.517209413,Male,Expat,Public,Lecturer,63.16631333,32.71105971,52849.53527
30942.01869,10.92370289,38.79805609,12939.63034,8,10.51004684,Male,Expat,Private,Assistant Professor,69.73718039,20.93781616,50269.17819
33104.35418,12.41033364,30.98003121,33704.87994,6,14.8818397,Male,UAE National,Public,Associate Professor,65.50910151,23.89421279,38619.32794
25263.30998,18.30735083,44.40638058,32955.50714,12,14.03390991,Male,UAE National,Public,Lecturer,85.19897279,29.5913306,63672.50637
31777.81815,13.83040139,43.40391947,58211.00171,5,16.59714115,Male,UAE National,Private,Associate Professor,88.32947244,26.37472418,53614.90365
28547.33251,12.28843293,41.58333334,19990.46902,7,10.25063151,Female,UAE National,Public,Professor,67.96464485,19.74520011,52443.69371
14662.96016,0.61723647,27.99822511,46235.95122,9,7.520430563,Female,Expat,Semi-government,Assistant Professor,65.41709777,21.10002435,35280.8984
27229.01065,15.08830733,28.00787232,35811.37685,13,16.54595428,Female,Expat,Public,Assistant Professor,78.61654454,28.99963211,60107.20049
25567.81674,12.80459724,58.17159796,63418.22497,10,15.13638072,Male,Expat,Public,Professor,76.807233,15.70508633,59310.07233
26400.12399,9.601793044,39.2072456,45486.87239,6,10.5281633,Female,UAE National,Private,Professor,82.73305985,14.98840067,60600.98732
29301.08515,14.51138587,41.94824163,68772.80045,11,9.9339167,Female,UAE National,Semi-government,Lecturer,79.76045363,22.69036356,57727.83659
18635.07737,4.551834813,27.8487134,65210.12239,15,11.99817455,Male,UAE National,Public,Assistant Professor,47.57881155,20.08074113,34765.91134
26858.79949,13.60781253,41.53261917,82734.79924,12,10.51435471,Female,Expat,Private,Associate Professor,78.89851487,27.42471042,57381.69915
26662.07966,9.902901971,31.43318065,29077.5783,8,7.299121886,Male,Expat,Semi-government,Assistant Professor,64.29293148,26.77816654,45437.32954
25724.31798,12.95907067,45.95348568,59071.71047,14,11.31632232,Female,UAE National,Semi-government,Professor,54.01179527,21.62470709,43996.94961
25346.97319,5.461219099,39.51677017,46477.75132,5,11.0670856,Female,Expat,Private,Lecturer,58.31370719,30.25113313,37261.07022
25926.83652,12.0919911,38.68531835,51591.4707,9,9.42680047,Male,UAE National,Semi-government,Associate Professor,61.8712401,10.94039029,44052.95112
26535.07096,11.83682753,33.14582325,43990.68103,6,14.73283321,Female,UAE National,Private,Assistant Professor,74.31856953,12.84709458,55142.5108
24962.57197,17.68965959,41.74827234,39528.48023,8,14.10416968,Female,UAE National,Public,Lecturer,79.16646654,11.80439503,63920.44822
30203.9519,12.77756323,30.79077011,76310.16582,13,4.625491708,Female,UAE National,Semi-government,Professor,78.01549766,30.63794848,57544.5642
33407.3694,14.20310013,39.22701064,32876.60319,10,6.695829842,Male,Expat,Semi-government,Associate Professor,88.43972347,12.30761236,59825.65105
28662.56772,10.9071331,44.84484986,51892.42089,4,11.35383513,Male,UAE National,Private,Professor,69.87533289,19.18385704,39803.96582
34335.78876,22.05838338,40.01060551,42120.26638,5,14.13751333,Female,UAE National,Public,Assistant Professor,83.56926227,29.01916331,57796.73405
25131.51622,18.52052758,48.29042314,16510.61079,2,11.5939973,Female,UAE National,Semi-government,Assistant Professor,64.17499955,30.24109545,44868.01151
33593.31958,16.19473176,56.54325071,41194.81591,7,13.74299862,Male,Expat,Public,Professor,80.18825484,11.64126903,63592.10274
30025.39171,12.55396044,40.68888695,47381.4839,15,14.00831511,Female,UAE National,Private,Lecturer,77.08003039,14.76416685,58713.79866
20543.041,6.792592024,32.60348708,53851.93837,16,10.11737999,Female,Expat,Private,Associate Professor,77.73293991,19.52933915,52363.69729
28251.22371,14.7065529,42.70366023,29841.76609,11,15.09131636,Male,Expat,Private,Lecturer,60.84820487,16.98084406,51185.82888
31894.30557,11.46778966,41.61863037,66178.38539,10,12.73229533,Male,UAE National,Private,Professor,65.47759767,23.44445265,48449.06442
16796.25633,5.651684594,56.39849677,54966.50285,18,10.96505051,Male,Expat,Private,Associate Professor,73.8614882,17.79671536,52058.92456
15509.55753,0.896983497,40.85955499,56759.11108,12,15.39157986,Male,Expat,Public,Assistant Professor,75.29639992,25.70290747,48413.68858
22820.85769,4.548004613,39.98076927,51690.10291,8,9.612847009,Female,UAE National,Semi-government,Lecturer,73.91239009,24.40953043,45790.20041
26124.68458,10.97512492,33.31150278,61408.42347,12,15.66813538,Female,UAE National,Semi-government,Lecturer,78.36890813,13.19287031,49720.55654
25106.34698,7.037678704,48.21589011,59507.31221,8,12.23873864,Female,UAE National,Semi-government,Associate Professor,72.52556537,24.5757646,52993.12152
23680.40597,5.471338496,38.97876255,65798.39444,7,14.93777923,Male,Expat,Semi-government,Associate Professor,51.73694779,26.08266761,43579.49665
28125.79761,9.044861187,47.1571775,66336.74023,9,11.97881129,Female,Expat,Private,Lecturer,52.48125671,24.06932653,38084.78313
26570.73121,15.53540335,49.46794934,37832.98471,8,16.48671521,Male,UAE National,Public,Assistant Professor,78.4130095,28.83006196,47829.88391
19085.78387,8.593362214,42.57274569,38587.1914,7,12.19322257,Female,Expat,Public,Associate Professor,70.16479364,14.60574211,50383.36019
30609.86642,10.7062857,44.11906877,45445.6077,13,13.36694073,Male,UAE National,Semi-government,Professor,57.51798299,18.03672467,39155.07718
26326.29545,6.287647072,32.6698072,3593.688035,4,13.52854069,Male,Expat,Public,Associate Professor,67.18424975,31.16808602,47125.8258
26102.24456,17.38765041,36.23100279,48609.35428,15,14.17448812,Female,Expat,Semi-government,Lecturer,75.63367644,22.95608159,68356.64229
29232.57556,12.50332861,49.90123006,39749.31779,7,10.66971175,Male,UAE National,Public,Associate Professor,75.94426681,19.35133526,65700.88014
29161.33261,10.34672169,43.03711719,56229.81718,7,13.2777329,Female,UAE National,Public,Assistant Professor,75.50881886,9.639365509,54559.3212
17790.9127,9.483726199,46.26298988,64932.22729,7,7.965216639,Female,UAE National,Public,Assistant Professor,56.85201259,14.27396724,34738.82572
23062.75854,11.59825913,50.42806346,39041.89392,12,10.19775621,Male,UAE National,Public,Associate Professor,81.56238431,6.283281392,63658.39052
24296.90235,7.749053676,31.47012054,79561.43797,8,11.27782709,Male,UAE National,Semi-government,Lecturer,65.89752354,20.49343313,42376.86357
22999.94928,8.524550429,47.65362549,100018.01,10,16.79736972,Male,Expat,Private,Professor,45.53291099,8.815731532,22884.21949
31907.52264,20.44769361,40.58299278,86028.60199,11,11.56925523,Female,Expat,Semi-government,Assistant Professor,82.6377717,8.732970935,67168.25321
19318.50813,4.545167849,43.20385109,52938.70597,9,6.06294392,Male,UAE National,Private,Assistant Professor,59.88908827,24.30704627,49971.1286
20422.23424,4.366162655,41.00942323,26930.15148,10,6.421010878,Female,UAE National,Private,Professor,71.04708847,12.35611553,42600.75619
19976.99469,0,39.35297202,48379.08071,13,15.69698582,Male,UAE National,Public,Lecturer,54.47292735,19.06947373,35790.2799
26077.21911,8.959415714,54.37088658,36926.41719,9,13.91970887,Female,UAE National,Public,Assistant Professor,55.30563523,23.97960005,42861.5978
30038.17753,16.97841905,31.80777127,29710.40547,11,7.740368507,Male,Expat,Semi-government,Lecturer,75.36537076,27.34708928,60666.59505
14033.96087,3.094776984,40.6935816,39996.04366,11,10.37610272,Female,UAE National,Semi-government,Associate Professor,69.98424547,12.52464499,40456.81938
27883.55801,10.25443851,38.5394482,60728.278,10,13.34011083,Male,UAE National,Semi-government,Assistant Professor,76.5613752,15.92862557,51722.23293
26818.23155,6.965674111,34.66521026,63445.86816,12,11.73895433,Female,Expat,Semi-government,Associate Professor,86.49276706,20.30555016,59777.11828
27289.84168,12.16479913,36.67919769,16576.60455,8,10.36120797,Male,UAE National,Public,Assistant Professor,74.93762544,23.20399822,47104.55375
35070.52821,14.22578986,39.14188187,55371.87162,10,14.8496672,Male,UAE National,Public,Lecturer,71.78287135,16.78124571,46247.57411
24442.0726,11.42777037,55.17830956,29403.76303,13,17.94741135,Male,Expat,Semi-government,Lecturer,78.36562711,12.85395418,58285.1008
19241.4179,5.214245426,41.40428984,37604.55743,15,17.40458522,Female,Expat,Public,Associate Professor,53.81943208,23.51803099,36507.72723
19877.16359,3.306971001,44.54482564,40353.72858,9,13.85566907,Male,Expat,Public,Lecturer,67.74068721,19.12596112,43801.39895
30854.84397,13.59092863,34.93795976,51956.54349,10,12.87985329,Female,UAE National,Public,Professor,76.66794198,16.05250883,57944.89696
29109.50892,8.52259841,36.76482061,62075.81041,8,11.3957403,Female,UAE National,Private,Professor,60.15422065,17.24156277,47502.32366
28292.76103,11.62028514,25,59857.67944,11,12.06750116,Female,Expat,Semi-government,Lecturer,53.41426742,21.01377815,33909.49517
39545.51283,14.03561298,51.97945347,25277.28408,11,14.62981764,Female,UAE National,Semi-government,Professor,79.99955315,23.85917334,65372.22396
28670.64311,17.66183862,35.69561793,29277.12856,16,10.82877244,Female,Expat,Public,Associate Professor,71.84767128,17.71602434,50718.52176
24527.71551,10.40997778,25,43479.75008,13,13.64872295,Male,UAE National,Private,Assistant Professor,74.95965278,20.00559291,49781.36394
17816.2623,9.093879134,25.70899628,31424.15837,8,12.96974156,Female,Expat,Private,Professor,73.41119183,21.77883236,46786.61761
25100.2174,3.236648571,33.68529195,52282.02984,9,12.68079583,Male,Expat,Semi-government,Lecturer,70.09774065,31.21255293,51248.43336
27010.63014,15.84794996,41.79387796,26191.84529,8,10.48883299,Male,Expat,Private,Assistant Professor,75.04205021,29.57820839,65081.27252
23021.2346,13.08502975,43.94923878,57509.11715,10,14.90379585,Male,UAE National,Public,Professor,66.66076429,16.75881727,51329.94791
24815.10326,13.12754008,54.85317949,59009.91448,12,12.3550502,Male,Expat,Semi-government,Associate Professor,71.72157941,15.4594233,53500.7552
25595.89689,10.95317796,39.55263641,91694.25842,8,12.81755397,Female,UAE National,Semi-government,Assistant Professor,62.88480413,26.48200108,42074.35322
31535.20308,17.05229573,41.66082681,59533.02082,13,13.85658099,Male,Expat,Semi-government,Lecturer,67.69250511,24.81829055,52781.819
32566.60553,19.77078717,25,41322.53074,13,13.03686103,Female,UAE National,Private,Associate Professor,86.85366895,18.50802483,73770.90616
27502.57518,12.73366784,36.67226458,50711.32148,13,12.05863753,Female,Expat,Public,Associate Professor,69.44519548,16.67323925,56613.33126
19723.74045,6.516140908,27.65757425,99948.30253,7,14.86616571,Male,UAE National,Semi-government,Lecturer,69.04336634,24.50951757,54342.28888
24954.94411,8.852256723,37.81964223,18387.92118,9,12.26161498,Female,Expat,Private,Professor,69.20055715,13.07991765,43792.4431
